Reviewer,Rating,Review
Elizabeth T.,4,"There Bundt cakes are perfection. I've given them to friends, had them several times at my office, and given them to clients. Everybody loves them! I have a little bit of trouble finding my order once, but other than that great service all around."
Robin W.,5,"I always get excited when I can find a excuse to go to nothing bundt cakes. The store is adorable, the staff is so nice, and the cakes are so moist and perfect. The most recent cake was my first to get decorated and it was wonderful. Between four people, we ate it in one sitting."
Kristina M.,5,I went to pick up my daughters cake that I pre ordered for her 13 th birthday. They messed up the order and said I would have to wait 30 minutes for them to fix it. I noticed they had a free bundtlet for birthdays so I asked to get her one and she asked for my ID. I said she's 13 so she said well then nothing. HORRIBLE  CUSTOMER SERVICE initially. I went back in and explained  the situation and manager took care of it promptly. It's not the initial issue but how it's handled when a customer says wait this isn't ok.
Melani A.,5,Awsome....I recieved one as a Christmas Gift from my accountant... it was amazing... I will definatly get one for my self next time around... Cream cheese frosting was almost better than the moist chocolate cake. It's almost too bad they have a hole in the middle...
Beau C.,5,"Three words...white...chocolate...rasberry. Remember them, use them. Forget about cupcakes, go for the bundt. Nothing else to say."
Eduardo S.,3,"The cakes are good, but their customer services over the phone is horrible....."
Leizel Y.,5,"So... yea.... I'm totally a cake person.  THIS stuff right here is just.... BOMB!!! VERY moist & spongy.  Cake itself isn't TOO sweet.  Cream cheese frosting isn't too sweet either.  So it's just SUPER YUMMY goodness!!!! MUST TRY!! A lil pricey BUT it's worth it.  Great for special occasions where they can decorate it or not, whichever you choose.  They also have bundtini's! Cute lil bundt cakes. My fav flavors... red velvet and marble.  I have yet to try other flavors.  The bakery is clean.  Workers are very nice.  Packaging is done very well. If you haven't tried it... JUST TRY IT! It's GOOOOOOD.... =)"
Roman C.,2,"Nothing special, overpriced, they have good frosting if that's what you call it. When I walked in two staff members didn't great me and when I finally got a bite in wasn't impressedJust a Famous name here folks"
Jennifer M.,5,The red velvet is to die for !! I love big BUNDTS and i can not LIE!
Selena P.,5,"I gave this place 5 stars not only because of their awesome customer service, but their amazing bundt cake! I tried to online order a cake less than 24 hours before my moms birthday and it wasn't letting me, so I contacted the store and the wonderful woman on the phone told me it was no problem. She was nice, courteous and represented the store well. Once we received the cake the presentation was beautiful and it tasted great. The frosting was the best part personally. This place is a great place that I would recommend in place of any birthday cake. :)"
Miss D.,5,Love this place! It's our go to for all work and personal birthday celebrations! It's so moist and delicious every person in my family loves a different flavor from white chocolate raspberry to red velvet to chocolate and lemon! Every flavor is so delicious!
John H.,4,"After a disappointing meal two doors down walked in here on a whim.  Staff greeted us immediately and were very pleasant, there is a broad range of flavors and sizes, and while in the store I sampled peanut butter chip and it is marvelous.  Brought home four of the small size cakes and could not be happier.  Recommend this place to everyone wanting flavorful moist bundt cake."
Rachel C.,5,"Simply delicious. So moist and so good....The icing on top is just enough (can be a little sweet). I tasted the chocolate chocolate chip and the flavor of the month (Red Velvet Cake!) SOOOO YUMMY! I can't explain how good the cakes are. You have to try it yourself! The bundlets are so cute too (serves 1, $3.99 each). They even make bigger versions, and the bigger ones get decorated with big artificial flowers. I'm not a huge fan of cake, but if I were to get one, it would definitely be at bundt cake at Nothing Bundt Cakes. *The owner was actually at the store, and she informed us that she is going to open a store in Utah. Business is obviously doing well!"
Morgan H.,4,"Yum! This is my go to cake place for B-days, special occasions, and when I just want an awesome treat. :) The full cakes come in different sizes or even tiered.They also offer ""bundtlets"" which are mini cakes and ""bundtinis"" which are bite sized. My favorite flavor is the red velvet, which also has chocolate chips in it! This place makes my absolute favorite red velvet cake, if you're getting me cake, don't bother getting it anywhere else! The cream cheese frosting on it is also my favorite, combining together to make my idea of bundt cake perfection. To order you can call, walk in, or order online - very convenient. I believe they do home deliveries as well. The cakes are lovely on their own but they do decorate them too! There are several different themes you can choose from, basically they decorate it with faux flowers, personalized cards, crowns, birthday hats etc. depending on what you choose! Overall, this is going to be pricey, especially compared to a grocery store bakery, but you get what you pay for!"
Michael P.,4,A bundt cake was a previously unknown piece of food to me before this wonderful store too life over five years ago.  Their chocolate cakes are amazing and I highly recommend them to anyone who loves sweets.Service is fast and friendly Place is an established neighborhood stapleCakes taste amazing
Stacia J.,4,Nothing Bundt Cakes is sooo cute!!  My friend got my Birthday cake here and it was absolutely the best red velvet cake I have ever had-SOOOO YUMMY.Since I loved my super cute cake I just had to get my next cake here.  I called and made an order for a Halloween cake and decided to try a vanilla cake this time with some festive Halloween decorations.  I went to pick up the cake and the staff was super friendly and the cake was perfect.  I would suggest this place to everyone and can't wait for the next special occasion that calls for another cake =)
Christina D.,5,"What can I say that hasn't already been said. Phenomenal cake! They have some secret recipe for moistness because I've never had better.Red Velvet & Praline pecan are my faves.They have seasonal pumpkin that is so yummy, delicate pumpkin flavor, not too much spice but a light, yet decadent taste. Of course the cream cheese is the bomb.Highly recommend !!"
Jennifer P.,5,"This place is always a sweet treat! There isn't a flavor I haven't liked! I love the bundtlets, they are a great sharing size.... unless you are having an extra sweet day and want one all to yourself!"
Jennifer N.,1,This store was not accommodating or helpful. I was there at 5:59 and wanted a simple order. The man rudely said he was closed. They lost my business and luckily there are many other cupcake bakeries which I will now take my business to.
Eunice V. K.,5,"Another thank you goes to Jeff...  You sure know how to get to a girl's heart, at least this one's...  Through my stomach!  :  Though I am still having a difficult time in deciding whether I like bundt cakes or cupcakes better, they are both delicious!  The cakes here are so soft and moist!  The frosting can be lightened up a bit, but still good with the current amount.  The store has a website and will ship nationwide!  This is a cakery that one must try at least once!  My daughter sister and I, all loved the red velvet, lemon, and white chocolate cakes.  Give Nothing Bundt Cakes a try, as you will not be let down!"
AnnaBelle J.,5,This is my go to place when I'm craving a sweet tooth. The staff is always fast with our orders . Every flavor of cake is moist and fresh. I love the seasonal flavors but my absolute favorite has to be the red velvet. I normally order little bundlets for my coworkers and they're gone within minutes. I know they're a lot of locations in the valley but this is the one I go to because they're fast and friendly. Super helpful too!
Nicole M.,5,Our Youth Football Team did a fundraiser with them & the experience was by far the BEST! Even with our large order they made the process smooth! Everything was DELICIOUS! I highly recommend them!
C D.,1,Please be careful when you shop here.  I have had good experiences but when you have a bad experience this Nothing Bundt Cakes will not help you with it.  I was completely ignored.  I have left several messages and Sent emails.  I contacted corporate and they have forwarded it to the owners.  I never heard from anyone and this happened back in January.  4 months.  At this point I am more annoyed by the response then the simple issue that could have been resolved quickly if handled.  Unacceptable follow thru. Sad to see as I know this does not reflect on other locations.  Please shop at another Location.
Larry G.,5,This place fabulous! Scrumptiously delicious desserts! Great for special occasions! What a way to show others appreciation!
M W.,5,"This place rocks, I wanted to find a good bakery and found them on Yelp. Thanks for the good reviews. It was like walking into a sweet fantasy. They had a sample of the pecan praline, and I couldn't stop grabbing the samples Yum! Getting ready to hit them up again today before I head back home.."
Felicia P.,1,"If there was a zero star I would give it. They may have great cakes but after the fourth time ordering online, they didn't have our order for my grandsons birthday cake who is visiting from out of state. I thought the last three times I had tried to order online and the orders weren't there might have been a fluke and maybe they had improved their online order service, so I gave them chance after chance. The lines are way too long to order, and just as long to pick up the order. It takes an average of seven minutes to get somebody to answer the phone when on hold. Finally I was told I'd get a refund to my credit card and was sent a receipt via email from the manager. No apology, no explanation, no commitment to try and improve their horrible customer service. They aren't worth the aggravation - I am furious right now. They will never see another dime. Greed doesn't make for good business."
Corina C.,5,This cakes are amazingggg the staff is super friendly definitely recommend coming here  you have to try the rasberry white cake so deliciouss!!!
Laurie M.,5,"Ok, my hubby and I got the lemon at the food fest, and we both agree that it was in the top five cakes we have ever had, and we eat a lot of cake!!! Can't wait to try the other flavors, Yummy.Just worth mentioning, it sat in our truck for hours before we ate it, wow!!"
Jen G.,5,"Ordered a full sized red velvet bundt cake a few days before I needed it for my sister's birthday. This was the first time I had placed an order instead of walking into the store and choosing the smaller bundlets. Picked up the cake at the arranged time, and was amazed to see how pretty the birthday theme decorations looked.  The cake was moist and delicious as always, and the cream cheese frosting never disappoints. We have tried the chocolate chocolate, the white cake, chocolate raspberry, lemon and red velvet. There is no flavor that we have not enjoyed. The employees are always friendly and helpful, and there are usually samples displayed at the store."
Hope S.,4,"Okay, I've been to this location on several occasions and the cakes/ cupcakes are amazing!!!! I didn't give a review right away because my first trip was on Easter and it was too crazy busy to fairly review. On my second visit I was told I had to pay extra for a card on my second box of cupcakes because they were customized and they had already given me a card on the variety cupcake box. However, upon returning today and ordering a customized box of cupcakes I was given the little card. So.... I don't think that was accurate and consistent. Therefore, I had to take away 1 star for customer service. Most people there are extremely friendly. Love this place!"
Xochitl T.,5,We have been in Vegas for three years and that's all we buy for birthdays!! So moist and delicious and never disappoint. We placed a order for delivery and they don't guarantee a time but they went out there way to make we got our Order on time. Thank you so much for that and the delicious bundt cake!!!
Rngox A.,2,"I would have given them a 5 star rating since I never had problems with the product or service before, but this takes the cake.I walked in to purchase a bundt cake for a special occasion. I purchase the birthday 10 inch bundt cake. The person who took my order told me it would take 10 to 15minutes to have my order ready. I said that's fine (5:45pm). The two customers behind me ordered the same thing except the 8 inch cakes. So we are all waiting. 10minutes later, first customer behind me gets her cake. Okay, I'm thinking, maybe they have two decorators doing the job. Her's was smaller. Another 10minutes, the second customer behind me gets her cake. Remind you, I ordered before BOTH of them. I was not happy. I expressed to the person who took my order what was the status my cake. She goes back like she had no clue what was happening. Didn't even apologize. Five minutes later, she says they are working on it right now. Than I asked to speak to a manager who happened to be right there while all this was happening. Her excuse was that I got a bigger cake than the two customers and the frosting needed to set longer. Honestly, that was BS. Meanwhile, I waited 30 MINUTES for my cake. I left that place at 6:17pm. Jori, the manager did nothing at all to compensate. Not even an APOLOGY! At least they could have apologized for the mistake they made.So, at the end of this, I just want the public to know, there is no sincerity of good customer service at this establishment. I felt they are all nice when everything is well, but if there was customer service issue that arise, they don't know how to deal with it. I felt a little discriminated and I hope the owners of the place read this. I love their cakes, but not enough for this place to get my business. I will go elsewhere."
Jennielyn D.,3,"Why call in an order when it is never ready or right when I pick it up?! The cake is delicious, but the last 3 times I placed an order, twice I had to wait 30 min because it wasn't ready and once they lost my order completely! Great taste, but horrible service."
Miber J.,5,"Addictive, dangerously delicious and not that pricey=love. A client brought some to us one day at work,  and i took one home for my husband,  but i ate it. That's how crazy good these are. Every single flavor is my favorite."
Christal H.,4,"Update: A month after the incident, the Manager of the location, Jori, requested to contact me through Yelp. We exchanged emails and we both explained the situation further. With more understanding on both ends, Jori has offered to make things better and send a bundt cake out of town for the person who never received theirs, and offered to give one to me as well, for my troubles. I really appreciate and respect Jori for reaching out to me and listening to my concerns, that is the great customer service I have come to know from this company in the past! At no point did Jori ever ask that I update my review, I figure it is the right thing to do because they went out of their way to earn back my business and I can appreciate that."
Jazmine E.,1,Cashier had an attitude didn't care to service me until I decided to try a sample then she was all over me like grease in a fire. She threw away my receipt and then after asked if I wanted it. Smh what great customer service.
Kyle Z.,5,"They are always ready to help even if you haven't order ahead.  Of course the cakes are just plain old great, but the best part of this store is that it is open on Sunday making last minute ideas work out.  I've also never had poor service from the 'kids' working the counter. they all seen to really like being there.  I highly recommend."
Melissa S.,4,Yummy bundt cakes.. recommended for sure.. raspberry swirl is the best fast service and very friendly they are always offering samples to try as well.
Jeric R.,4,"This is place is becoming my regular to go for getting quick and easy and delicious cakes. They have a whole wide variety of flavors to choose from, and I myself loves the raspberry white chocolate. I would call in first and see what they have available to purchase as sometimes they do not have available cakes to buy right away, usually they get so busy that you need to request for a cake by calling and reserving and picking it up later. Price is good and staff is nice and friendly."
Greg S.,5,Had a nice variety pack of bundt cakes dropped off at the office today.  One of my favorite desserts in town!It's hard to say which flavor i like the best as they are all so good.
Jules S.,2,I love the cakes and this location is closest to me so I go here. To walk in and buy a bundt cake is usually pretty easy. But this time it was very disappointing. I was told it would take 15 minutes and 25 minutes later I'm told it's 3 more minutes. It's disappointing because this whole time the supervisor or manager on duty is standing in the middle of the store chit chatting with his friends. Must be nice to be hand delivered a dozen of bundts from your friend that works their while your customers are still waiting for their own order! Be courteous to your customers!
Juli E.,5,"These bundt cakes are amazing! I ordered 100 individual bundt cakes last year and the year before for my boss to give to co-workers. Today I picked up a dozen Bundtini's for a dinner party. They are moist, wide variety of flavors - all fantastic!, and nice creamy icing - not too sugary sweet. The line was almost out the door when I was there today early afternoon. The best dessert for any party, or your own splurge! Don't forget to get your sample when you arrive."
Sharlene B.,5,Great service and always moist and flavorful cakes no matter what flavor. I tried the seasonal flavor which was the peanut butter chocolate chip and this is by far my favorite. I'll be sad when it leaves the menu. I arrived close to closing time and the staff was still welcoming and did not rush me.
Victor G.,5,These cakes are always a hit among family and friends.  love the seasonal pumpkin bundt cask around the holidays but white chocolate is up there as well.  Yum!!
Brienna V.,4,"If someone gave me one tiny cake a day, I would be okay with the inevitable diabetes. The cakes are too delicious to deny!"
Virginia D.,4,Cakes are amazing...they need to switch up decorations since I am running out of choices for birthdays.  Would give 5 star if staff paid better attention to orders.  Messed up for the third time in a row.  Check your order BEFORE you leave the store.
Alison E.,2,So upset about the service today - I have never been treated like I was an annoyance when trying to buy a cake for my husbands birthday - hopefully they will give some training to their team on basic manners.
David C.,5,This place is good.  They wrapped the cake and made it look super presentable. I just walked in. Grabbed it and left. So easy. And so tasty!!!
Bianca O.,2,"Ordered a decorated Bundt cake from here yesterday, I asked for pick up at 2pm & they said they could do that! I got there to pick up at 2:15 (15 minutes later than original pick up time). The cake was not done & they let me know it'd be another 25-30 minutes. I was very irritated about that since that means it would be done almost 45 minutes later than the original time it was suppose to be ready. I asked the cashier if they had a cake ready that was undecorated & if I could have the decorations on the side since I had already paid for it. I needed the cake fast for my moms birthday. She ended up putting a cake in a box & told me I'd need to wait 8-10 minutes more for the decorations to be put in a bag. I am still very upset. If you're asking for a customer phone number when they place the order have the decency to call the customer to let them know, not when they arrive. Not to mention she wasn't the nicest but whatever the cake not being ready on time is what Im most upset about since I ended up showing up with an unfinished cake late."
Samantha K.,5,"I can honestly say that when it comes to bundt cakes, this place is the place to go.  They know what they are good at and even I couldn't stop eating the Carrot Cake Bundtlet that we got.  I limit my carbs and sugar on a daily basis...but the day I had this, I actually lost all self control and blew my diet.  And I NEVER blow my diet! It was that good. I have had their Red Velvet before as well...and it's also pretty fantastic!"
Miren H.,5,Was awesome! They had great service and was very helpful! I ordered their bundtinis and are delicious. A little pricey but worth it.
Frankie M.,2,First time at this location and last time.. I usually go to the summerlin location where you walk in and out no wait no hassle... This location is a 20min wait on all orders big or small. So inconvenient!!
Rick C.,1,"My favorite cake, unfortunately cashier on duty with blond curly hair very rude. She will great Caucasian customers only like her.  Poor customer service"
Teena N.,3,"With only 2 people man-ing the front, the wait is pretty long when it was only 2 people ahead of you.  Giving it 3 stars because the cakes are that good!"
Liz V.,5,This is the best cake and icing I have ever had! I am so addicted I have tried all the flavors and they are all good but the best is the gluten free chocolate chip.  Staff is great too. Come here and get your bundt cakes and you won't be disappointed!
Nathalie C.,5,"I have ordered from this location twice. It is the closest location to some relatives that live in Las Vegas and I am located in California. Although my order  was messed up twice, I still give them five stars because of their customer service and because of the product. I had been chatting with the company on Twitter, but decided to call the location to speak to someone about the mistake. Jori answered my call and took care of it. I would definitely order and visit this location because they are extremely helpful and polite."
C W.,5,The best cakes and reasonable prices too.  Every flavor I've tried has been delicious!
Kindra F.,5,"So Yummy!! We had a fail for my sons birthday cake, so after work I stopped and picked up some buntinis (I think that's what they're called), and they were delicious! I really like the new gingerbread flavor they have."
Melinda R.,5,I can come here twice a week lol. I love the mini cakes with a Thai tea bobba on the side (their neighbor).
Kelly F.,5,"Walked in the store as a first time customer and was treated so well! The young man at the counter was so sweet and friendly. Tasted a chocolate chip bundt sample and it was delicious. I bought red velvet, lemon and pecan praline. Moist, delicious goodness!! The icing is delectable! Will return and recommend!"
Mario S.,5,"If you ever are on Eastern, you must stop and get SOMETHING.  Even if it's a lil Bundtlette.  The minute you walk in, you are greeted with free samples and have the option to sample any other flavor.  You can't really go wrong with any flavors, but we love the cinnamon swirl and the white choc. raspberry.  Gotta try em all!"
April D.,5,"Love these cakes, my favorite is probably White Chocolate Raspberry but they are all wonderful. The only place I actually eat all of the icing off my cake. Staff is always so pleasant, I would be too if I worked around cake all day!"
Blair B.,5,"Forget cupcakes, bundt cakes are where it's at ! I used these for my wedding favors and they were a huge hit. They are a nice size (suitable for sharing) and come in so many delectable flavors. My favorite is the red velvet, but marble and carrot are also fabulous! These stay moist for a few days and the icing/cake ratio is just right. Service was great (everything was ready on time!) when I placed a big order."
Liz T.,5,"OMG...I've never had bundt cake like this, MUST try!  I stumbled upon this store by accident...my friend and I were going to Target and we were in search of cake, since we rejected a cupcake store just earlier and were going to go to search for cake after Target, but thank goodness I found this cute store.  I was kind of skeptic since I'm not a big bundt cake fan, but I figured it wouldn't hurt to check it out.  They had samples of red velvet cake and I immediately fell in love.  My friend who doesn't like red velvet even enjoyed the cake.  There were pieces of chocolate in the ever so moist cake and my friend and I knew this is it.  We bought the mini-bundts: marble, red-velvet, chocolate, white raspberry, and carrot.  I was expecting them to not taste as good as the samples since a lot of times the miniture version doesn't live up to the larger scale of cake, but I was wrong...when I took a bite I was so completely satisfied that my friend and I decided on Nothing Bundt Cakes.  The cakes do not have fancy decorations, but definitely yummy, hope you have a wonderful experience too!"
Keith A.,3,"after a nice lunch at matteo's, had a meeting with a local realtor.  decided to be a nice guy and bring a couple mini-bundt cakes from Nothing Bundt Cakes.ordered the white chocolate raspberry and the red velvet.  they are softball sized.  cost a little under $4 each.both cakes, very moist.  the red velvet cake, a little on the bitter side.  the raspberry - basic white cake with pieces of raspberry  - nice taste.  the frostings ( cream cheese and white chocolate ) both were good.  might be a little on the sweet side for some, but i liked it.nice place to go to when you want a treat."
Ashley J.,5,"Ordered a red velvet ""celebunting you"" cake day-of for my friends 28th birthday. All the girls who were here for the party flew or drove in from out of town and I was so surprised that they could make what we were looking for a decorate in just 6 hours! Ordering was super easy and so was the pick up process. The cake was delicious and so was that yummy frosting. I'll be back to check out the carrot cake next time! Thank you for a wonderful experience!"
Paul W.,4,"Rolled in looking for a birthday cake substitute and did we ever find it.Settled on a ten inch Marble cake as it was readily available.  They could have prepped another cake but the turn around time was twenty minutes.  I thought I would ask if they wrote anything on the cake such as Happy Birthday and they do not.  As I stare at the cakes on the Yelp page, I see just what a silly request this was.Out the door with a yummy bundt cake in a very nice looking box.The cake eaten later on in the evening was moist and absolutely delicious."
Melanie S.,5,"Nothing Bundt Cakes!  Yum!!!I am a frequent buyer of NBC :)From Birthday cakes, baby showers, bridal showers, holiday cakes (the Easter Cake decor is adorable!!!) I also buy the Bundtlets for my son to give his teachers at the end of the year and they make great Boss' Day gifts too!So many different flavors ~ Chocolate Chip, Red Velvet (has little chocolate chips inside), Lemon, Marble, Carrott, the list goes on and on! My favorite is Cinnamon Swirl.If you are looking for something to bring to a party or work gathering this will truly be a hit!I love the way you can choose the decorations for the cake and the packaging is so beautiful you feel bad opening it but that goes away quickly after the first bite!"
Eli W.,5,"I came in looking for a small cake for a coworker's birthday. Emily helped me pick out a cake based on my coworker's personality because I wasn't sure what she would've liked - special type of service right there - and she suggested the Cinnamon Swirl bundlet. I had already been eyeing it so Emily's suggestion pushed me over the fence. Drew checked me out in a friendly and efficient manner. Even though I didn't opt for a bow or any decoration, Emily placed the cake and a fork inside a bag and sealed it with a Nothing Bundt Cakes sticker, which I found to be helpful in the presentation since I was planning on giving it to my coworker that night. The cake itself was well done, moist and frosted with care, nothing sloppy. I appreciate the service from here and I most likely will return. Thanks, Emily!"
Jenny P.,4,"First time here.... Stopped because it was next to the boba shop. Everyone was so nice, welcomed us in and talked to us for a lil bit. We tried the pumpkin spice sample & loved it! So we got a small one Togo to enjoy on our flight home & they as we were going to pay, they said ""it's on us""... What a nice treat! Thanks nothing bundt cakes!  We will surely enjoy our flight home!"
Jamie P.,5,"Best. Cake. Ever. Frosting should be sold separately so I can eat it with a spoon lol. I absolutely love the cakes here. They are moist and flavorful and the frosting is the icing on the cake, literally! They have different cake flavors, but only one frosting flavor which is cream cheese. Whenever someone suggests getting a cake for a special occasion, I always suggest NBC. They are kinda pricey, but so worth it! They also sell lil' mini bundt cakes that you can buy at the store, so you can try all the different flavors without spending a ton of money!"
Haley L.,5,"the ONLY cake I want for my birthday's!! Soooooooo delicious. My two favorites are the Red velvet and white chocolate raspberry. Always so soft and moist, consistently delicious at all the locations. They can do cute little decorations based on what the event or theme might be as well so thats an added plus. HIGHLY recommend this place!!"
Cindy J.,5,"Love love love their cakes. My son loves the lemon! Me, love them all but most favorite is the red velvet.  OMG AMAZING!"
Kamille W.,5,"Fabulous customer service and equally great tasting cakes!!! The only thing I'd like is if they had all their flavors readily available ans not have to order some if your favourite isn't already made.  So, as customer, call ahead and order...then, enjoy your awesome best cake ever and interacting with their exceptional staff!  :)"
Yvette W.,5,"Absolutely AMAZING! I received a coupon for a FREE bundtlet at a cupcake battle and I thought it would be a tiny little thing. Since my daughter works in the same area I figured we may as well get the freebie. Boy, am I glad I went in. These little cakes are to die for! I sampled three different cupcake  bakery's treats at the expo and I didn't actually remember this place as standing out. But let me tell you, those cakes looked so good and the sample I tried...well, I took my free cake and bought two others! My personal favorite has always been carrot cake, so I got that one for me. Their cream cheese frosting was out of this world. Not too rich, not too sweet...just perfect! The lemon cake my oldest daughter had and the red velvet my youngest had were both also amazing! The little chocolate chips in the red velvet were a great treat and the frosting on the lemon was also delicious. All of the cakes were moist and tasty! I just heard that in the fall they have pineapple upside down cake! I can't wait! That is the best and my kids don't like it! HAHA ALL FOR ME!And they have a location in Vegas which is much closer to my house, so I guess I can just go eat bundt cakes anytime I want! So much for my diet!"
Mat J.,5,"I really don't like red velvet cake, but I have to admit that the red velvet here is pretty damn good! My favorite cake here is still the marble, but they really don't do anything bad! The only thing keeping me from giving it 5 stars is... ok, I changed it to 5 stars... its that good!"
AJ D.,5,"Cake never tasted so good. I get either the Red Velvet or the Marble. I've also tried the Carrot, but i've had better elsewhere. The cream cheese topping they use is like crack. If you eat their cake once, you'll be hooked for life. They even have little ""bundlette"" cakes which are meant to be single servings for about $5 a pop."
Desirae C.,5,"Absolutely delicious! My husband brought one home for me one day, I'd never had it. Omg, I felt like licking the container."
Brad T.,5,"First off I don't really care for cake. Give the choice between pie and cake, I always take pie. However, something about these moist, sweet, delicious icing topped cakes keep me coming back for more. While many people have been eating and celebrating with Nothing Bunt Cakes for years now, only recently did I get hooked on them and boy are they good. My personal favorites are the lemon and white chocolate ones. Add on top of it all the icing and I am in pig heaven. So for my birthday now, I am happy with both ice cream pies and Nothing Bunt Cakes."
Mikala S.,5,My favorite is Cinnamon Swirl. Marble and Chocolate Chocolate Chip. The cake is scrumptious and the frosting is the best part of the cakes...superb!!!!
Sunny G.,5,"The best bundt cakes ever!  My fav is the red velvet w/ chocolate chips, seriously addictive.  They offer a few different sizes ( Bundtlets for $3.99, perfect if you just want one serving for yourself, 8 inch for $18.50 serves about 6-8, 10 inch for $29.50 serves about 12+ and bundtini's, bite size bundt cakes like mini cupcakes by the dozen for $16.50, .  I stopped in a few days ago and picked up 2 dozen bundtini's (Red Velvet, Chocolate Chocolate Chip & White Chocolate) for a New Year's party, ran me $33.  They were a hit!  (I called in and ordered my bundtini's and they were ready within a half hour, super convenient)  Awesome bakery w/ the best customer service."
Daette L.,5,The cakes are so moist and delicious. Great staff. Clean bakery.
Holly D.,5,"AMAZING!  I've had the pumpkin and red velvet, both are so good.  The pumpkin is my favorite.  This place has become my favorite dessert place.  Great for gifts and parties too."
Rea I.,5,"i've never tasted a bundt cake this good before! I'm so undecisive when it comes to bundt cakes, because some are just so gross, especially the store bought ones! But these are AMAZING.... I, myself am not a cake, or sweets in general kind of person. I went here w/ my sister and got the sample of the peanut butter one which I WILL get next time. But for this visit I got the red velvet, and oh my gosh I've never tasted anything SO MOIST, and actually taste like how a bundt cake is supposed to! The cream cheese frosting is perfect. After a while though, it will get sweet but its normal because thats just how sweet things are. All the staff members are nice, the ambiance is nice, and the place is small but comfy. I'm definitley coming back and trying the other flavors. And if you're looking for it, its kind of hidden. Its next to No. 1 Boba Tea, and The Windy City. Same plaza as Targets! (Btw best cake in general i've tried in my life actually)"
Simon C.,4,"Great cakes with amazing cream cheese frosting!  They sell the big cakes, mini's and bundtinis.  The buntinis are a bit over priced  IMO, but they are bite size fun cakes for parties."
David R.,4,"First time since it opened some 9 years ago. Meant to stop in and try the cake but I got side tracked. I gave them 4 stars because of price. $20.00 for a 9"" Bunt cake is just a little high.  I could see the price around $12.00 to &16.00 for a 9"" cake and that would be a high price but the quality is very good. When I walked in I was greeted by Stephine, she was helpful and offered me a sample. I ended up getting the White Chocoholic Raspberry cake. Very moist and flavorful. I will be back soon."
Enita N.,5,I think they put Crack in there cakes it's that amazing and addicting !!!! I was just driving one day stopped by and omg heaven I bought three cakes and they didn't last long lol u won't b disappointed with there cakes!!!! Going back ASAP lol
Ashley L.,5,"Amazing. Product. One the smooth delicious taste hits your palate, you will be a believer. My favorite is the pumpkin (which is unfortunately seasonal), followed closely by red velvet. Chocolate chocolate chip is amazing also. Hell, all the flavors are terrific (although carrot, lemon and praline aren't on my regular order). Soooooo good. Two locations in the valley to serve you and they deliver!"
Tina B.,5,"Oh, I LOVE this place!  It's a yummy splurge for the office!  Cakes and frosting are delicious.  In addition to just walking in and purchasing from the case, I have purchased through their website decorated cakes and even balloons.  Everything is always ready and waiting when I go to pick up.  Lots of cute decor to look through if you have guests in front of you and often samples.  :)"
Saralyn M.,5,"Oh Yummmmm!!!!!!  I've tried almost all the flavors and BY FAR the White Chocolate Raspberry is my FAVE!!!!  Go big on the frosting, don't skimp with the drizzle, the traditional has cream cheese in it which makes all the difference in the world.  Moist, delicious, an absolute treat!"
Jocelyn S.,5,"I usually don't care for bundt cakes but a co-worker swore this was one of the best desserts in vegas.  Simple....nothing bundt cakes....not much more needs to be said. Try the marble and the red velvet, haven't tried all the flavors yet...but working my way down the line. *This one gets a yum yum yuuum from me!"
Toph B.,5,"Nothing Bundt Cakes never fails to impress.  I have a bundt cake at almost every special occassion and it's always from here. I used them for gifts for loved ones and ones who I want to love me.  Over the past two years I believe they expanded and became more flexible with the cupcake craze by releasing their own reduced version of the bundt cake, the bundtlet. And by reduced, I don't mean calories. If you are here, you are fan of the indulgent and moist cake and the too die for cream cheese frosting.  They keep chocolate, marble, red velvet always in stock but if you want something like carrot, I recommend you call ahead at least 20 minutes.  Try their newest thing, the bundtinis which are little bite size pieces of bundt temptation."
EJay D.,4,At first I was like...bundt cakes?? Who the hell eats bundt cake? I went to a birthday party and had a slice...then I was hooked. I always go to this store for my constant fix for the moist and tasty goodness! Bundt cakes ar surprisingly awesome!!!!!!!
Christine G.,4,"This place is great! I've tried the marble, red velvet, pecan praline, pumpkin spice (flavor of the month).  All are really good but I'd have to say my favorite flavor is red velvet! I love how there's pieces of chocolate inside the cake! The cake itself is really moist and the cream cheese frosting is really complimentary to the cake!"
Holly P.,4,"My niece brought home a cake from Nothing Bundt Cakes her friend had got her. It was the BEST cake Ive had in a long time. It was chocolate with cream cheese frosting. At first, i thought the cake was home made because it was not overly sweet, super moist cake and the frosting tasted like it was made from scratch. Even my fiance who is not a big sweets person ate a bunch of it and LOVED it! Know where we're going next time for cakes."
Rebekah M.,5,"Always awesome...best cakes on the planet!!!  Great for coach, teacher gifts!!!  Yummy!!!"
Bernadette G.,3,Very moist cake. Just wish that there was less icing.
clifford c.,4,My wifey and I enoy Nothing Bundt Cakes  off Eastern Ave. We used to get out cakes at sandwich shops until we yelp Nothing Bundt Cakes and found there location. Yummy Yummy.
Carmen T.,5,Amazingly great bundt cakes. The kid helping me knew EVERYTHING about the bundt cake business. I'm impressed. So much so I let him upsell me to buy 2 to take home (after sampling of course). They deliver and have a rewards program as well as a free bundett for your bday if you sign up to their newsletter. I will be back.
